"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 28 22:07:10 GMT 2023","Tue Feb 28 22:07:10 GMT 2023","391","","test_api","","","","test_get_products_list",""
